,data_mes,satelite,bioma,qtd
1096,2020-07-01,AQUA_M-T,Pantanal,1684
1097,2020-07-01,NPP-375,Amazônia,38812
1098,2020-07-01,NPP-375,Caatinga,2144
1099,2020-07-01,NPP-375,Cerrado,34534
1100,2020-07-01,NPP-375,Mata Atlântica,7126
1101,2020-07-01,NPP-375,Pampa,349
1102,2020-07-01,NPP-375,Pantanal,16202
1103,2020-07-01,NPP-375,,1
1104,2020-08-01,AQUA_M-T,Amazônia,15004
1105,2020-08-01,AQUA_M-T,Caatinga,268
1106,2020-08-01,AQUA_M-T,Cerrado,4250
1107,2020-08-01,AQUA_M-T,Mata Atlântica,2331
1108,2020-08-01,AQUA_M-T,Pampa,206
1109,2020-08-01,AQUA_M-T,Pantanal,3121
1110,2020-08-01,NPP-375,Amazônia,93735
1111,2020-08-01,NPP-375,Caatinga,2334
1112,2020-08-01,NPP-375,Cerrado,27822
1113,2020-08-01,NPP-375,Mata Atlântica,11396
1114,2020-08-01,NPP-375,Pampa,882
1115,2020-08-01,NPP-375,Pantanal,24808
